Id,LotArea,Street,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
655,8712,Pave,Inside,4,7,1900,1950,859,859,319,1178,1,0,2,1,7,0,Detchd,1964,1,384,2010,102776
656,4671,Pave,Inside,8,5,1988,1989,1228,1228,0,1228,2,0,2,1,5,1,Attchd,1988,2,472,2008,189000
657,9873,Pave,Inside,4,5,1970,1970,960,960,0,960,1,0,3,1,6,0,Detchd,1970,2,576,2006,129000
658,13517,Pave,CulDSac,6,8,1976,2005,725,725,754,1479,2,1,3,1,6,0,Attchd,1976,2,475,2010,130500
659,10140,Pave,Inside,6,5,1974,1974,1064,1350,0,1350,2,0,3,1,7,1,Attchd,1974,2,478,2009,165000
660,10800,Pave,Inside,7,8,1890,1998,718,1576,978,2554,1,1,3,1,8,0,Detchd,1996,2,704,2007,159500
661,10000,Pave,Inside,5,6,1973,2000,1176,1178,0,1178,1,1,3,1,5,1,Attchd,1973,2,439,2008,157000
662,10542,Pave,Inside,7,5,1993,1994,1311,1325,1093,2418,2,1,3,1,9,1,Attchd,1993,3,983,2008,341000
663,9920,Pave,Inside,5,6,1969,1969,971,971,0,971,1,1,3,1,5,1,Attchd,1969,1,300,2006,128500
664,6563,Pave,CulDSac,8,5,1985,1985,1742,1742,0,1742,2,0,2,1,5,1,Attchd,1985,2,564,2006,275000
665,4426,Pave,Inside,6,5,2004,2004,848,848,0,848,1,0,1,1,3,0,Attchd,2004,2,420,2010,143000
666,8120,Pave,Inside,4,7,1970,1970,864,864,0,864,1,0,3,1,5,0,Detchd,1994,2,463,2009,124500
667,8172,Pave,Inside,4,6,1954,1972,941,997,473,1470,2,0,4,1,7,0,Detchd,1958,1,548,2008,135000
668,13286,Pave,Inside,9,5,2007,2008,1698,1698,0,1698,2,0,3,1,8,1,Attchd,2007,3,768,2009,320000
669,6960,Pave,Inside,4,6,1970,1970,864,864,0,864,1,0,3,1,5,0,Detchd,1989,2,660,2009,120500
670,9590,Pave,Corner,7,5,2003,2003,868,1146,0,1146,2,0,3,1,6,1,Attchd,2003,2,438,2007,187500
671,11404,Pave,Inside,7,5,1998,1999,1153,1153,878,2031,2,1,3,1,8,1,Attchd,1998,2,541,2008,222500
672,10000,Pave,Corner,5,6,1961,1983,864,1144,0,1144,1,0,3,1,6,1,Attchd,1961,1,264,2009,131400
673,8978,Pave,Corner,5,5,1968,1968,948,948,0,948,1,0,3,1,6,0,Attchd,1968,1,300,2007,108000
674,10800,Pave,Inside,7,7,1914,1970,880,880,888,1768,1,1,2,1,6,2,Detchd,1914,2,320,2006,163000
675,8544,Pave,Inside,3,4,1950,1950,0,1040,0,1040,2,0,2,2,6,0,Detchd,1949,2,400,2006,93500
676,10463,Pave,CulDSac,8,5,2005,2005,893,901,900,1801,2,1,3,1,8,1,Attchd,2005,3,800,2006,239900
677,10800,Pave,Inside,5,5,1987,1988,1200,1200,0,1200,3,0,3,1,5,0,NA,NA,0,0,2009,179000
678,9313,Pave,Inside,7,5,2004,2004,864,864,864,1728,2,1,3,1,7,0,Attchd,2004,2,572,2009,190000
679,9600,Pave,Inside,5,7,1910,2002,264,768,664,1432,2,0,2,1,7,0,Detchd,1910,2,360,2007,132000
680,6768,Pave,Inside,6,8,1961,1996,912,912,0,912,1,0,3,1,5,0,Detchd,1962,1,288,2008,142000
681,8450,Pave,Inside,7,5,2000,2001,1349,1349,0,1349,2,0,3,1,6,0,Attchd,2000,2,539,2007,179000
682,12886,Pave,Inside,5,6,1963,1999,520,1464,0,1464,2,0,3,1,6,1,Attchd,1997,2,480,2009,175000
683,5395,Pave,Inside,8,5,1993,1993,1337,1337,0,1337,2,0,2,1,5,1,Attchd,1993,2,462,2008,180000
684,8963,Pave,Inside,8,9,1976,1996,1142,1175,1540,2715,3,1,4,1,11,2,BuiltIn,1994,2,831,2008,299800
685,8795,Pave,Inside,7,5,2000,2000,952,980,1276,2256,2,1,4,1,8,1,BuiltIn,2000,2,554,2009,236000
686,11700,Pave,Corner,7,7,1880,2003,1240,1320,1320,2640,1,1,4,1,8,1,Detchd,1950,4,864,2009,265979
687,10593,Pave,Inside,7,5,1996,1996,1720,1720,0,1720,2,0,3,1,7,1,Attchd,1996,2,527,2010,260400
688,8405,Pave,Inside,4,3,1945,1950,0,1088,441,1529,2,0,4,1,9,0,Detchd,1945,1,240,2009,98000
689,8800,Pave,Corner,4,7,1910,2004,576,792,348,1140,1,0,3,1,7,0,NA,NA,0,0,2010,96500
690,7750,Pave,Inside,7,5,2003,2003,660,660,660,1320,2,1,3,1,6,0,Attchd,2003,2,400,2007,162000
691,9236,Pave,Inside,6,5,1997,1997,1479,1494,0,1494,2,0,3,1,6,0,Attchd,1997,2,576,2006,217000
692,10240,Pave,Inside,8,5,2005,2005,1030,1038,1060,2098,2,1,3,1,8,1,Attchd,2005,3,878,2006,275500
693,7930,Pave,Inside,6,8,1969,2005,1026,1026,0,1026,1,0,3,1,5,0,Detchd,1969,2,440,2009,156000
694,3230,Pave,Inside,6,5,1999,1999,729,742,729,1471,2,1,3,1,6,0,Detchd,1999,2,440,2009,172500
695,10769,Pave,Inside,8,5,2007,2007,866,866,902,1768,2,1,3,1,7,0,Attchd,2007,2,578,2009,212000
696,11616,Pave,CulDSac,6,5,1978,1978,672,672,714,1386,2,1,3,1,6,1,Attchd,1978,2,440,2010,158900
697,2280,Pave,Inside,7,5,1999,1999,744,757,744,1501,2,1,3,1,6,0,Detchd,1999,2,440,2008,179400
698,12257,Pave,Inside,8,5,1995,1995,1318,1328,1203,2531,2,1,4,1,9,1,Attchd,1995,3,752,2007,290000
699,9100,Pave,Inside,6,6,1959,1959,864,864,0,864,1,0,2,1,5,0,Detchd,2008,1,300,2009,127500
700,6911,Pave,FR2,5,5,1924,1950,1145,1301,0,1301,1,0,2,1,5,0,Detchd,1965,2,440,2009,100000
701,8640,Pave,Inside,7,5,2009,2009,756,764,783,1547,2,1,3,1,7,0,Attchd,2009,2,614,2010,215200
702,9430,Pave,Inside,8,5,1999,1999,1252,1268,1097,2365,2,1,3,1,8,1,Attchd,1999,3,856,2009,337000
703,9549,Pave,CulDSac,8,5,1995,1996,1494,1494,0,1494,1,1,2,1,6,1,Attchd,1995,2,481,2006,270000
704,14587,Pave,Inside,9,5,2008,2008,1498,1506,0,1506,2,0,2,1,6,1,Attchd,2008,2,592,2008,264132
705,10421,Pave,Inside,7,5,1988,1988,980,980,734,1714,2,1,3,1,7,1,Attchd,1988,2,496,2010,196500
706,12508,Pave,Inside,6,7,1940,1985,983,983,767,1750,2,0,4,1,7,0,Attchd,1989,1,423,2008,160000
707,9100,Pave,Inside,7,5,2004,2005,1860,1836,0,1836,2,0,3,1,8,1,Attchd,2004,2,484,2006,216837
708,53504,Pave,CulDSac,8,5,2003,2003,1650,1690,1589,3279,3,1,4,1,12,1,BuiltIn,2003,3,841,2010,538000
709,7252,Pave,CulDSac,5,5,1982,1982,858,858,0,858,1,0,2,1,5,0,Detchd,1983,2,576,2009,134900
710,8877,Pave,Inside,4,5,1951,1951,836,1220,0,1220,1,0,2,1,6,0,Detchd,1951,2,396,2006,102000
711,7819,Pave,Inside,6,5,1976,1976,1029,1117,0,1117,1,0,3,1,6,1,Detchd,1976,2,672,2010,107000
712,10150,Pave,Inside,5,5,1958,1958,912,912,0,912,1,0,2,1,5,0,Attchd,1958,1,275,2007,114500
713,14226,Pave,Corner,8,5,2006,2006,1935,1973,0,1973,2,0,3,1,9,1,Attchd,2006,3,895,2007,395000
714,4500,Pave,FR2,6,5,1998,1998,1204,1204,0,1204,2,0,2,1,5,0,Attchd,1998,2,412,2009,162000
715,11210,Pave,Inside,7,5,2005,2006,1614,1614,0,1614,2,0,3,1,7,0,Attchd,2005,3,865,2006,221500
716,13350,Pave,Inside,5,5,1974,1974,864,894,0,894,1,0,3,1,5,1,Attchd,1974,2,440,2006,142500
717,8400,Pave,Inside,5,5,1977,1977,0,2020,0,2020,2,0,4,2,10,2,Detchd,1977,2,630,2007,144000
718,10530,Pave,Inside,6,5,1977,1977,975,1004,0,1004,1,0,2,1,4,0,Attchd,1977,2,504,2006,135000
719,7875,Pave,Inside,7,5,1995,1996,1237,1253,0,1253,2,0,3,1,6,1,Attchd,1995,2,402,2007,176000
720,7153,Pave,Inside,6,5,1992,1992,761,810,793,1603,2,1,3,1,7,0,Attchd,1992,2,484,2006,175900
721,16285,Pave,Inside,7,5,2001,2002,1413,1430,0,1430,2,0,3,1,6,0,Attchd,2001,2,605,2009,187100
722,9101,Pave,Corner,5,6,1978,1978,1097,1110,0,1110,1,0,1,1,4,1,Attchd,1978,2,602,2009,165500
723,6300,Pave,Inside,6,6,1914,2001,742,742,742,1484,2,0,3,1,9,1,NA,NA,0,0,2008,128000
724,9790,Pave,Inside,6,5,1967,1967,1372,1342,0,1342,2,0,3,1,7,1,Attchd,1967,2,457,2009,161500
725,10800,Pave,Inside,5,6,1915,1950,686,966,686,1652,2,0,4,1,7,0,Detchd,1961,1,416,2010,139000
726,10142,Pave,Inside,7,5,2004,2004,956,956,1128,2084,2,1,4,1,8,0,BuiltIn,2004,2,618,2010,233000
727,6000,Pave,Corner,4,7,1954,2000,901,901,0,901,1,0,2,1,4,0,Detchd,1954,1,281,2008,107900
728,12205,Pave,Inside,6,8,1966,2007,832,976,1111,2087,2,1,5,1,9,0,Attchd,1966,2,444,2007,187500
729,3182,Pave,Inside,7,5,2005,2006,1145,1145,0,1145,2,0,2,1,5,1,Attchd,2005,2,397,2009,160200
730,11333,Pave,Corner,6,5,1976,1976,1029,1062,0,1062,1,0,3,1,5,2,Attchd,1976,2,539,2007,146800
731,9920,Pave,CulDSac,7,5,1996,1997,1117,1127,886,2013,2,1,3,1,8,1,Attchd,1997,2,455,2007,269790
732,9158,Pave,Inside,8,5,2007,2007,1496,1496,0,1496,2,0,3,1,7,0,Attchd,2007,2,474,2007,225000
733,10832,Pave,Corner,7,5,1994,1996,712,1086,809,1895,2,1,3,1,7,1,Attchd,1994,2,409,2008,194500
734,8400,Pave,Inside,6,6,1980,1981,650,888,676,1564,2,1,3,1,7,1,Attchd,1980,2,476,2010,171000
735,8197,Pave,Inside,6,5,1977,1977,660,1285,0,1285,1,1,3,1,7,1,Attchd,1977,2,528,2007,143500
736,7677,Pave,Inside,5,5,1953,1953,773,773,0,773,1,0,2,1,4,0,Attchd,1953,1,240,2008,110000
737,13518,Pave,Inside,9,5,2008,2009,1926,1966,1174,3140,3,1,4,1,11,2,BuiltIn,2009,3,820,2009,485000
738,7200,Pave,Corner,5,7,1937,1950,731,981,787,1768,1,1,3,1,7,2,Detchd,1939,1,240,2007,175000
739,12798,Pave,Inside,6,5,1997,1997,616,616,1072,1688,2,1,4,1,8,0,Attchd,1997,2,603,2008,200000
740,4800,Pave,Inside,4,7,1916,1990,1196,1196,0,1196,1,0,2,1,5,0,Detchd,1957,2,440,2007,109900
741,8199,Pave,Inside,7,5,2005,2005,728,728,728,1456,2,1,3,1,7,1,Attchd,2005,2,410,2008,189000
742,13891,Pave,Inside,9,5,2008,2009,1734,1734,1088,2822,3,1,4,1,12,1,BuiltIn,2009,3,1020,2009,582933
743,9000,Pave,Inside,5,5,1954,1954,936,1128,0,1128,1,0,2,1,5,0,Attchd,1954,1,286,2006,118000
744,12274,Pave,FR2,7,5,2008,2008,1417,1428,0,1428,2,0,3,1,6,0,Attchd,2008,2,554,2008,227680
745,9750,Pave,Inside,5,5,1967,1967,980,980,0,980,2,0,3,1,6,0,Attchd,1967,1,384,2006,135500
746,21384,Pave,Inside,5,6,1923,2004,1324,1072,504,1576,1,1,3,1,6,1,Attchd,1923,2,528,2009,223500
747,13400,Pave,Inside,5,5,1966,1966,1024,1086,0,1086,1,0,3,1,6,1,Attchd,1966,2,484,2006,159950
748,8100,Pave,Corner,5,5,1898,1965,849,1075,1063,2138,2,0,2,3,11,0,Detchd,1910,2,360,2009,106000
749,10140,Pave,Inside,6,6,1974,1999,1040,1309,0,1309,1,1,3,1,5,1,Attchd,1974,2,484,2006,181000
750,4438,Pave,Inside,6,5,2004,2004,848,848,0,848,1,0,1,1,4,1,Attchd,2004,2,420,2008,144500
751,8712,Grvl,Inside,5,5,1952,1952,540,1044,0,1044,1,0,2,1,4,0,Basment,1952,2,504,2010,55993
752,9750,Pave,Inside,6,6,1958,1958,1442,1442,0,1442,1,1,4,1,7,0,Attchd,1958,1,301,2007,157900
753,8248,Pave,Inside,5,7,1918,1950,686,686,564,1250,1,1,3,1,7,0,Detchd,1955,1,280,2006,116000
754,12137,Pave,CulDSac,7,5,1998,1998,1649,1661,0,1661,2,0,3,1,6,0,Attchd,1998,2,598,2010,224900
755,11425,Pave,Corner,5,6,1954,1954,1008,1008,0,1008,1,0,2,1,4,1,Attchd,1954,1,275,2006,137000
756,13265,Pave,CulDSac,8,5,2002,2002,1568,1689,0,1689,2,0,3,1,7,2,Attchd,2002,3,857,2008,271000
757,8816,Pave,Inside,6,7,1971,1971,1010,1052,0,1052,1,0,3,1,6,0,Attchd,1971,2,440,2010,155000
758,6371,Pave,Inside,7,5,2009,2010,1358,1358,0,1358,2,0,2,1,6,1,Attchd,2010,2,484,2010,224000
759,7226,Pave,CulDSac,7,5,2003,2003,798,798,842,1640,2,1,3,1,6,0,Attchd,2003,2,595,2008,183000
760,6000,Pave,Inside,4,4,1953,1953,936,936,0,936,1,0,2,1,4,0,Detchd,1974,2,576,2009,93000
761,12394,Pave,Corner,7,5,2003,2003,847,847,886,1733,2,1,3,1,7,1,BuiltIn,2003,2,433,2007,225000
762,9900,Pave,Inside,6,7,1940,1950,778,944,545,1489,2,0,3,1,7,1,Detchd,1940,1,240,2009,139500
763,11216,Pave,Inside,8,5,2006,2006,1489,1489,0,1489,2,0,3,1,7,1,Attchd,2006,2,776,2006,232600
764,14803,Pave,Inside,10,5,2007,2008,2078,2084,0,2084,2,0,2,1,7,1,Attchd,2007,3,1220,2008,385000
765,6130,Pave,Inside,5,6,1924,1950,784,784,0,784,1,0,2,1,5,0,NA,NA,0,0,2008,109500
766,8529,Pave,Inside,7,5,2001,2001,1454,1434,0,1434,2,0,3,1,6,1,Attchd,2001,2,527,2009,189000
767,28698,Pave,CulDSac,5,5,1967,1967,1013,1160,966,2126,2,1,3,1,7,0,Attchd,1967,2,538,2009,185000
768,2544,Pave,Inside,7,5,2005,2005,600,520,623,1223,2,1,2,1,4,0,Detchd,2005,2,480,2006,147400
769,11900,Pave,Corner,6,5,1957,1957,1392,1392,0,1392,1,1,3,1,6,2,Attchd,1957,2,458,2008,166000
770,3180,Pave,Inside,7,5,2005,2005,600,520,600,1200,2,1,2,1,4,0,Detchd,2005,2,480,2006,151000
771,9548,Pave,CulDSac,7,6,2003,2003,941,941,888,1829,2,1,3,1,7,1,Attchd,2003,2,613,2010,237000
772,10004,Pave,Inside,6,6,1964,1964,1516,1516,0,1516,1,1,3,1,6,0,Attchd,1964,2,472,2009,167000
773,7875,Pave,Inside,5,6,1961,1961,1144,1144,0,1144,1,0,3,1,6,0,Attchd,1961,2,456,2008,139950
774,9600,Pave,Inside,4,7,1950,1995,1067,1067,0,1067,2,0,2,1,4,0,Attchd,1996,2,436,2010,128000
775,8100,Pave,Inside,5,6,1948,1973,1559,1559,0,1559,1,0,2,1,5,0,Detchd,1948,2,812,2007,153500
776,1680,Pave,Inside,6,5,1973,1973,483,483,504,987,1,1,2,1,5,0,Detchd,1973,1,264,2008,100000
777,9525,Pave,Inside,5,6,1995,2006,1099,1099,0,1099,1,1,3,1,6,0,Attchd,1999,1,352,2008,144000
778,11767,Pave,Inside,5,6,1946,1995,768,768,432,1200,1,0,3,1,6,0,Detchd,1946,1,240,2008,130500
779,12155,Pave,Inside,6,8,1925,1950,672,810,672,1482,2,0,4,1,7,0,Detchd,1934,1,400,2008,140000
780,10440,Pave,Inside,5,8,1904,2002,650,958,581,1539,2,0,3,1,8,1,Detchd,1983,2,686,2008,157500
781,9020,Pave,Inside,6,7,1966,1966,1127,1165,0,1165,1,1,3,1,6,0,Attchd,1966,2,490,2008,174900
782,8000,Pave,Corner,5,4,1961,1961,1800,1800,0,1800,2,0,6,2,10,0,NA,NA,0,0,2007,141000
783,12665,Pave,Inside,5,8,1915,1950,876,876,540,1416,1,1,4,1,7,1,Detchd,1949,3,720,2008,153900
784,16647,Pave,CulDSac,5,5,1975,1981,1390,1701,0,1701,2,0,3,1,6,2,Basment,1975,2,611,2007,171000
785,9317,Pave,Inside,7,5,1993,1993,740,1006,769,1775,2,1,3,1,7,1,Attchd,1993,2,425,2009,213000
786,15523,Pave,CulDSac,5,6,1972,1972,864,864,0,864,1,0,3,1,5,1,Attchd,1972,1,338,2009,133500
787,45600,Pave,Inside,6,8,1908,1997,907,1307,1051,2358,3,0,5,1,10,1,Detchd,1908,2,360,2008,240000
788,9600,Pave,FR2,6,7,1976,1994,528,1094,761,1855,2,1,3,1,7,1,Attchd,1976,2,512,2007,187000
789,4435,Pave,Inside,6,5,2003,2003,848,848,0,848,1,0,1,1,3,0,Attchd,2003,2,420,2007,131500
790,3196,Pave,Inside,8,5,2003,2003,1273,1456,0,1456,2,0,2,1,7,1,Attchd,2003,2,400,2006,215000
791,7128,Pave,Inside,7,5,1941,1950,918,918,728,1646,2,0,4,1,7,2,Detchd,1941,1,240,2007,164000
792,12095,Pave,Corner,6,6,1964,1964,1127,1445,0,1445,1,1,3,1,7,1,Attchd,1964,2,645,2009,158000
793,17920,Pave,Inside,5,4,1955,1974,1763,1779,0,1779,1,1,3,1,6,1,Attchd,1955,2,454,2006,170000
794,6897,Pave,Corner,5,8,1962,2010,1040,1040,0,1040,1,1,3,1,6,0,Detchd,1962,1,260,2010,127000
795,10970,Pave,Inside,6,6,1978,1978,940,1026,0,1026,1,0,3,1,5,0,Detchd,1981,2,576,2008,147000
796,8125,Pave,Inside,6,5,1994,1995,702,702,779,1481,2,1,3,1,6,1,Attchd,1994,2,343,2009,174000
797,10400,Pave,Inside,7,5,1976,1976,1090,1370,0,1370,2,0,3,1,6,1,Attchd,1976,2,479,2009,152000
798,11029,Pave,Corner,6,7,1968,1984,1054,1512,1142,2654,2,1,4,1,9,1,Attchd,1968,2,619,2006,250000
799,7642,Pave,Corner,7,8,1918,1998,912,912,514,1426,1,1,3,1,7,1,Detchd,1925,1,216,2007,189950
800,11625,Pave,Inside,5,4,1965,1965,1039,1039,0,1039,1,1,3,1,6,0,Attchd,1965,2,504,2010,131500
801,9672,Pave,Corner,6,5,1984,1985,1040,1097,0,1097,2,0,3,1,6,0,Attchd,1986,2,480,2010,152000
802,7931,Pave,Inside,5,5,1959,1959,1148,1148,0,1148,1,0,3,1,6,0,Attchd,1959,1,672,2009,132500
803,8640,Pave,Inside,7,5,2007,2008,1372,1372,0,1372,2,0,3,1,6,0,Attchd,2008,2,529,2008,250580
804,8750,Pave,Inside,5,6,1970,1970,1002,1002,0,1002,1,0,3,1,5,0,Detchd,1973,2,902,2009,148500
805,10656,Pave,Inside,8,5,2006,2007,1638,1646,0,1646,2,0,3,1,6,1,Attchd,2007,3,870,2007,248900
806,6970,Pave,Corner,4,5,1961,1961,1040,1120,0,1120,1,1,3,1,5,0,Attchd,1961,2,544,2007,129000
807,14762,Pave,Corner,5,6,1948,1950,0,1547,720,2320,2,0,2,1,7,1,Attchd,1979,2,672,2006,169000
808,9938,Pave,Inside,7,5,1993,1994,1050,1062,887,1949,2,1,3,1,8,1,Attchd,1993,2,574,2010,236000
809,6600,Pave,Inside,5,5,1962,1962,894,894,0,894,1,0,2,1,5,0,Detchd,1962,1,308,2009,109500
810,8750,Pave,Inside,6,5,1998,1998,804,804,878,1682,2,1,3,1,7,0,Attchd,1998,2,523,2010,200500
811,8892,Pave,Corner,5,7,1953,1996,105,910,0,910,1,0,3,1,5,0,Attchd,1953,2,414,2008,116000
812,12144,Pave,Inside,5,7,1949,1950,832,1036,0,1268,1,0,3,1,6,1,Attchd,1949,1,288,2009,133000
813,5720,Pave,Inside,5,6,1941,1950,676,676,455,1131,1,1,3,1,5,0,Detchd,1941,1,200,2009,66500
814,9000,Pave,Inside,8,5,2007,2007,1184,1184,1426,2610,2,1,4,1,11,1,BuiltIn,2007,2,550,2007,303477
815,25286,Pave,Inside,4,5,1963,1963,1064,1040,0,1040,1,0,3,1,5,0,Attchd,1963,2,648,2007,132250
816,8834,Pave,Inside,9,5,2004,2005,1462,1462,762,2224,2,1,4,1,10,1,Attchd,2004,3,738,2009,350000
817,11782,Pave,Inside,5,7,1961,1995,1109,1155,0,1155,1,0,3,1,6,0,Detchd,1987,2,576,2010,148000
818,7000,Pave,CulDSac,5,8,1978,2005,864,864,0,864,1,0,3,1,6,0,Attchd,1978,1,336,2009,136500
819,7024,Pave,Inside,5,5,2005,2006,1090,1090,0,1090,1,1,2,1,5,0,Attchd,2005,2,450,2007,157000
820,13758,Pave,CulDSac,7,5,1990,1991,1156,1187,530,1717,2,1,3,1,7,1,Attchd,1990,2,400,2007,187500
821,9636,Pave,Corner,6,5,1992,1993,808,808,785,1593,2,1,3,1,7,1,BuiltIn,1993,2,389,2009,178000
822,6204,Pave,Inside,4,5,1912,1950,795,954,795,2230,1,0,5,1,10,0,Detchd,1997,1,440,2006,118500
823,7150,Pave,Inside,5,5,1967,1967,892,892,0,892,1,0,3,1,5,0,Attchd,1967,1,288,2009,100000
824,5119,Pave,CulDSac,9,5,1999,2000,1698,1709,0,1709,2,0,2,1,5,1,Attchd,1999,2,506,2008,328900
825,8393,Pave,Corner,5,5,1959,2005,1626,1712,0,1712,2,0,4,2,8,0,Attchd,2005,2,588,2006,145000
826,16466,Pave,Inside,5,7,1955,1955,816,872,521,1393,1,1,3,1,8,0,Attchd,1955,1,300,2008,135500
827,15865,Pave,Inside,8,6,1970,1970,2217,2217,0,2217,2,0,4,1,8,1,Attchd,1970,2,621,2007,268000
828,12160,Pave,Inside,6,4,1953,1953,1505,1505,0,1505,1,0,2,1,6,1,Attchd,1953,2,505,2009,149500
829,8064,Pave,Corner,5,7,1949,2006,672,672,252,924,1,0,3,1,6,1,Detchd,2003,2,576,2007,122900
830,11184,Pave,Inside,6,5,1978,1978,918,918,765,1683,2,1,3,1,7,1,Attchd,1978,2,440,2009,172500
831,8414,Pave,Inside,6,8,1963,2003,1059,1068,0,1068,1,0,3,1,6,0,Attchd,1963,1,264,2006,154500
832,13284,Pave,Inside,5,5,1954,1954,1383,1383,0,1383,1,0,3,1,6,1,Attchd,1954,1,354,2008,165000
833,7018,Pave,Inside,5,5,1979,1979,0,1535,0,1535,2,0,4,2,8,0,Attchd,1979,2,400,2009,118858
834,7056,Pave,Inside,6,5,1963,1963,780,983,813,1796,1,1,4,1,8,1,Attchd,1963,2,483,2008,140000
835,8765,Pave,Inside,4,6,1936,1950,951,951,0,951,1,0,2,1,6,0,Detchd,1936,1,327,2006,106500
836,7018,Pave,Inside,5,5,1979,1979,0,1120,1120,2240,2,0,6,2,12,0,Detchd,1979,2,528,2009,142953
837,12919,Pave,Inside,9,5,2009,2010,2330,2364,0,2364,2,1,2,1,11,2,Attchd,2009,3,820,2010,611657
838,6993,Pave,Inside,5,7,1961,1994,912,1236,0,1236,1,0,3,1,6,1,Attchd,1961,1,288,2006,135000
839,7340,Pave,Inside,4,6,1971,1971,858,858,0,858,1,0,2,1,4,0,Detchd,1979,1,684,2007,110000
840,8712,Pave,Inside,5,7,1957,2000,992,1306,0,1306,1,0,2,1,5,0,Detchd,1968,1,756,2009,153000
841,7875,Pave,Inside,7,5,2003,2003,783,807,702,1509,2,1,3,1,8,1,Attchd,2003,2,393,2006,180000
842,14859,Pave,CulDSac,7,5,2006,2006,1670,1670,0,1670,2,0,3,1,7,1,Attchd,2006,3,690,2006,240000
843,6173,Pave,Inside,5,6,1967,1967,876,902,0,902,1,0,3,1,6,0,Attchd,1967,1,288,2007,125500
844,9920,Pave,Inside,5,5,1954,1954,1056,1063,0,1063,1,0,3,1,6,0,Attchd,1954,1,280,2010,128000
845,13501,Pave,Corner,8,5,2006,2006,1623,1636,0,1636,2,0,3,1,8,1,Attchd,2006,3,865,2007,255000
846,11500,Pave,Inside,7,7,1936,1987,1017,1020,1037,2057,1,1,3,1,6,1,Attchd,1936,1,180,2006,250000
847,8885,Pave,Inside,5,5,1983,1983,864,902,0,902,1,0,2,1,5,0,Attchd,1983,2,484,2006,131000
848,12589,Pave,Inside,6,5,2005,2005,742,742,742,1484,2,1,3,1,8,1,Attchd,2005,2,390,2009,174000
849,11600,Pave,Corner,5,5,1960,1960,1105,1105,1169,2274,2,0,5,2,12,0,Detchd,1960,2,480,2010,154300
850,9286,Pave,CulDSac,5,7,1977,1989,1268,1268,0,1268,1,1,3,1,5,0,Detchd,1978,1,252,2009,143500
851,6120,Pave,Inside,5,7,1925,1950,768,1015,0,1015,1,0,3,1,6,0,Detchd,1925,1,450,2006,88000
852,6270,Pave,Inside,5,6,1949,1950,1001,1001,1001,2002,2,0,4,2,8,0,2Types,1949,3,871,2007,145000
853,3000,Pave,Inside,6,5,2009,2009,612,612,612,1224,2,1,2,1,4,0,Detchd,2009,2,528,2009,173733
854,2001,Pave,Inside,4,5,1970,1970,546,546,546,1092,1,1,3,1,6,0,Attchd,1970,1,286,2007,75000
855,9000,Pave,Inside,2,3,1949,1950,480,480,0,480,0,0,1,1,4,0,Detchd,1958,1,308,2006,35311
856,17140,Pave,Inside,4,6,1956,1956,1134,1229,0,1229,1,0,3,1,6,0,Attchd,1956,1,284,2009,135000
857,13125,Pave,Corner,7,5,1991,1991,1104,912,1215,2127,2,1,4,1,8,1,Attchd,1991,3,833,2007,238000
858,11029,Pave,Corner,6,8,1958,2002,1184,1414,0,1414,1,0,3,1,6,1,Attchd,1990,2,601,2008,176500
859,8462,Pave,Inside,6,5,1994,1994,928,936,785,1721,2,1,3,1,7,0,Attchd,1994,2,471,2007,201000
860,8777,Pave,Inside,5,7,1900,2003,1272,1272,928,2200,2,2,4,2,9,0,NA,NA,0,0,2008,145900
861,10237,Pave,Inside,6,5,2005,2006,1316,1316,0,1316,2,0,3,1,6,1,Attchd,2005,2,397,2006,169990
862,8012,Pave,Inside,6,5,1993,1994,1604,1617,0,1617,2,0,2,1,5,1,Attchd,1993,2,533,2008,193000
863,10240,Pave,Inside,6,6,1980,1980,1686,1686,0,1686,2,0,3,1,7,1,Attchd,1980,2,612,2006,207500
864,15611,Pave,Corner,5,6,1977,1977,1126,1126,0,1126,2,0,3,1,6,0,Attchd,1977,2,540,2008,175000
865,11999,Pave,Inside,8,5,2003,2004,1181,1234,1140,2374,2,1,4,1,10,1,BuiltIn,2003,3,656,2007,285000
866,9900,Pave,Inside,7,5,1968,1968,832,1098,880,1978,2,1,4,1,9,1,Attchd,1968,2,486,2008,176000
867,11838,Pave,Inside,8,5,2001,2001,1753,1788,0,1788,2,0,3,1,7,1,Attchd,2001,2,522,2009,236500
868,13006,Pave,Corner,7,5,1997,1997,964,993,1243,2236,2,1,4,1,8,1,BuiltIn,1997,2,642,2006,222000
869,8925,Pave,Inside,8,5,2007,2007,1466,1466,0,1466,2,0,3,1,7,0,Attchd,2007,3,610,2009,201000
870,9100,Pave,Inside,5,6,1965,1965,925,925,0,925,1,0,2,1,5,0,Detchd,1965,1,429,2009,117500
871,11670,Pave,Corner,9,5,2006,2006,1905,1905,0,1905,2,0,3,1,8,1,Attchd,2006,3,788,2007,320000
872,8487,Pave,FR2,7,5,2004,2004,1500,1500,0,1500,2,0,3,1,6,0,Attchd,2004,2,570,2009,190000
